X1,X2,Y
0.272296959,0,1
0.351528512,0,1
0.549793515,1,0
0.429503982,0,1
0.452682386,0,1
0.408668183,0,1
0.159776739,0,0
0.529968533,1,0
0.896643996,0,1
0.549752594,1,0
0.608196231,1,0
0.727198777,1,0
0.313315786,0,1
0.5565093,1,0
0.880409795,0,1
0.992793262,0,1
0.395716336,0,1
0.330788394,0,1
0.69869016,1,0
0.786954137,1,1
0.827170903,0,1
0.847356139,0,1
0.568771817,1,0
0.148465005,0,0
0.360829126,0,1
0.269501572,0,1
0.727811863,1,0
0.598051262,1,0
0.300797728,0,1
0.566772057,1,0
0.080849387,0,0
0.928376907,0,1
0.925119385,0,1
0.301261489,0,1
0.286784967,0,1
0.479601697,0,1
0.274568406,0,1
0.620740356,1,0
0.771001385,1,1
0.929475107,0,1
0.340019064,0,1
0.412529706,0,1
0.600431706,1,0
0.707204667,1,0
0.695704784,1,0
0.894315013,0,1
0.563545357,1,0
0.183204,0,0
0.35518039,0,1
0.105717351,0,0
0.003051982,0,0
0.998179898,0,1
0.220577814,0,0
0.547773747,1,0
0.157107246,0,0
0.230528159,0,0
0.247376332,0,0
0.361683132,0,1
0.828296133,0,1
0.285287223,0,1
0.209205996,0,0
0.730799505,1,0
0.03268049,0,0
0.956717003,0,1
0.828638735,0,1
0.119481954,0,0
0.609242676,1,0
0.478430696,0,1
0.572203368,1,0
0.950937291,0,1
0.488406456,0,1
0.420481315,0,1
0.213541499,0,0
0.197317752,0,0
0.444824091,0,1
0.748534537,1,0
0.661378609,1,0
0.032314186,0,0
0.959746046,0,1
0.072449394,0,0
0.893303045,0,1
0.849572162,0,1
0.001440724,0,0
0.060903042,0,0
0.952078207,0,1
0.53258738,1,0
0.220999647,0,0
0.718748816,1,0
0.877792841,0,1
0.313386553,0,1
0.935800261,0,1
0.294512508,0,1
0.331855739,0,1
0.530237618,1,0
0.451782142,0,1
0.819886999,0,1
0.530904644,1,0
0.772479057,1,1
0.383190811,0,1
0.753467679,1,1
0.614271124,1,0
0.196538523,0,0
0.668467567,1,0
0.149278629,0,0
0.941425581,0,1
0.125828329,0,0
0.718494428,1,0
0.909002021,0,1
0.031908222,0,0
0.984079013,0,1
0.178029918,0,0
0.192131079,0,0
0.110159633,0,0
0.465943948,0,1
0.583944448,1,0
0.941313885,0,1
0.296269033,0,1
0.106198931,0,0
0.08078144,0,0
0.378347859,0,1
0.741906972,1,0
0.688820603,1,0
0.691186537,1,0
0.655351546,1,0
0.539109881,1,0
0.023127121,0,0
0.022650716,0,0
0.365363388,0,1
0.772948964,1,1
0.765336622,1,1
0.056444033,0,0
0.824810573,0,1
0.111812191,0,0
0.293471107,0,1
0.619726652,1,0
0.713357377,1,0
0.514783294,1,0
0.080501292,0,0
0.115816859,0,0
0.098416294,0,0
0.534684646,1,0
0.119989217,0,0
0.99779427,0,1
0.024772105,0,0
0.102084245,0,0
0.556841828,1,0
0.510132863,1,0
0.894668347,0,1
0.878761088,0,1
0.214717367,0,0
0.446759729,0,1
0.743254221,1,0
0.770632247,1,1
0.895062897,0,1
0.579369376,1,0
0.416190516,0,1
0.756131359,1,1
0.623723798,1,0
0.950332933,0,1
0.042489773,0,0
0.657685946,1,0
0.532534553,1,0
0.379013419,0,1
0.88654702,0,1
0.27051352,0,1
0.671243594,1,0
0.185152029,0,0
0.182581738,0,0
0.39193679,0,1
0.092630604,0,0
0.922799296,0,1
0.260452761,0,1
0.816592019,0,1
0.594048241,1,0
0.07742207,0,0
0.713954652,1,0
0.734281636,1,0
0.695754822,1,0
0.009420045,0,0
0.141701335,0,0
0.929160232,0,1
0.118208581,0,0
0.54206358,1,0
0.733369013,1,0
0.798919825,1,1
0.374018063,0,1
0.77453863,1,1
0.432968039,0,1
0.592108114,1,0
0.755471141,1,1
0.69339106,1,0
0.154180121,0,0
0.606389771,1,0
0.502202743,1,0
0.379660638,0,1
0.944175514,0,1
0.097121513,0,0
0.897301496,0,1
0.49685372,0,1
0.809002736,0,1
0.830425981,0,1
0.455582744,0,1
0.109537688,0,0
0.376463836,0,1
0.354314223,0,1
0.019077711,0,0
0.913798131,0,1
0.116352738,0,0
0.266737983,0,1
0.621600282,1,0
0.241714659,0,0
0.240521024,0,0
0.412482947,0,1
0.341346385,0,1
0.135469638,0,0
0.63822596,1,0
0.062492639,0,0
0.926239589,0,1
0.307236075,0,1
0.006533804,0,0
0.789707511,1,1
0.607402445,1,0
0.658094717,1,0
0.629206253,1,0
0.750633428,1,1
0.685544929,1,0
0.128425462,0,0
0.446357715,0,1
0.256549526,0,1
0.772332776,1,1
0.359772909,0,1
0.303816623,0,1
0.589510814,1,0
0.385860897,0,1
0.315343695,0,1
0.833271157,0,1
0.869958986,0,1
0.397262178,0,1
0.090465154,0,0
0.302041275,0,1
0.857283747,0,1
0.126996267,0,0
0.640233059,1,0
0.289842021,0,1
0.314742952,0,1
0.969501249,0,1
0.44109225,0,1
0.338243924,0,1
0.380121347,0,1
0.163288324,0,0
0.745097287,1,0
0.192203809,0,0
0.55247268,1,0
0.507182771,1,0
0.090493114,0,0
0.995199301,0,1
0.274415537,0,1
0.738563174,1,0
0.437238907,0,1
0.94929735,0,1
0.569279567,1,0
0.680068355,1,0
0.110865074,0,0
0.246065822,0,0
0.720363666,1,0
0.042378161,0,0
0.340290188,0,1
0.328751168,0,1
0.886822737,0,1
0.786070656,1,1
0.608845286,1,0
0.840635668,0,1
0.233995298,0,0
0.458880495,0,1
0.062367533,0,0
0.804958788,0,1
0.901194108,0,1
0.751629403,1,1
0.940185401,0,1
0.118286916,0,0
0.132558943,0,0
0.009034079,0,0
0.345918804,0,1
0.17482802,0,0
0.847622086,0,1
0.803688203,0,1
0.072177049,0,0
0.950624665,0,1
0.247828086,0,0
0.89281512,0,1
0.266925852,0,1
0.899950877,0,1
0.121099061,0,0
0.977589263,0,1
0.464617593,0,1
0.077165586,0,0
0.038020047,0,0
0.797406593,1,1
0.565671575,1,0
0.921789615,0,1
0.458585407,0,1
0.868495014,0,1
0.639607044,1,0
0.058199469,0,0
0.258323147,0,1
0.631950063,1,0
0.462167276,0,1
0.022180373,0,0
0.184682736,0,0
0.678955709,1,0
0.790144411,1,1
0.677811486,1,0
0.45648719,0,1
0.638196075,1,0
0.235248972,0,0
0.21724807,0,0
0.992681107,0,1
0.477278778,0,1
0.824362931,0,1
0.300726037,0,1
0.223467609,0,0
0.182879736,0,0
0.412275251,0,1
0.878477467,0,1
0.37502796,0,1
0.779364441,1,1
0.931696443,0,1
0.562276845,1,0
0.525815147,1,0
0.530421522,1,0
0.878229522,0,1
0.202719741,0,0
0.600845787,1,0
0.305932283,0,1
0.454097209,0,1
0.381355373,0,1
0.227216587,0,0
0.681840461,1,0
0.289687173,0,1
0.29716717,0,1
0.336869597,0,1
0.632962625,1,0
0.882134147,0,1
0.010849129,0,0
0.660789283,1,0
0.624397588,1,0
0.060078607,0,0
0.556212014,1,0
0.006126013,0,0
0.899907246,0,1
0.928042736,0,1
0.515436864,1,0
0.887865634,0,1
0.720667632,1,0
0.971091559,0,1
0.86958667,0,1
0.01912869,0,0
0.4021217,0,1
0.884295665,0,1
0.423175123,0,1
0.236216326,0,0
0.666024654,1,0
0.583996075,1,0
0.463649036,0,1
0.190681844,0,0
0.64949868,1,0
0.458826316,0,1
0.5073142,1,0
0.177934767,0,0
0.952083364,0,1
0.778862595,1,1
0.425653805,0,1
0.947408945,0,1
0.947736398,0,1
0.938150769,0,1
0.671106816,1,0
0.874101406,0,1
0.855771867,0,1
0.88346932,0,1
0.20798695,0,0
0.011225421,0,0
0.114230354,0,0
0.311609341,0,1
0.661395503,1,0
0.924903985,0,1
0.667900701,1,0
0.276234805,0,1
0.183659462,0,0
0.236178548,0,0
0.315762191,0,1
0.365084376,0,1
0.138011738,0,0
0.629892897,1,0
0.730002013,1,0
0.021573588,0,0
0.69836655,1,0
0.318933232,0,1
0.704630241,1,0
0.512258153,1,0
0.984003778,0,1
0.699292058,1,0
0.278561636,0,1
0.896661473,0,1
0.129661594,0,0
0.935430268,0,1
0.720819156,1,0
0.437283469,0,1
0.199463974,0,0
0.668968572,1,0
0.78488323,1,1
0.481864731,0,1
0.738633572,1,0
0.241191101,0,0
0.471214339,0,1
0.657649925,1,0
0.976063789,0,1
0.871274918,0,1
0.664092537,1,0
0.016714384,0,0
0.572860073,1,0
0.594139826,1,0
0.62222611,1,0
0.802769485,0,1
0.994484793,0,1
0.379735942,0,1
0.351181597,0,1
0.420787472,0,1
0.966846063,0,1
0.39409605,0,1
0.423980799,0,1
0.969878979,0,1
0.305347159,0,1
0.640176708,1,0
0.580717891,1,0
0.4784501,0,1
0.814683231,0,1
0.368842519,0,1
0.732491918,1,0
0.481100889,0,1
0.653995502,1,0
0.047981381,0,0
0.850679825,0,1
0.756085085,1,1
0.504861185,1,0
0.983523648,0,1
0.125288823,0,0
0.479945353,0,1
0.572073538,1,0
0.933522144,0,1
0.186384022,0,0
0.022227989,0,0
0.22433163,0,0
0.329254749,0,1
0.54772991,1,0
0.480068827,0,1
0.275337386,0,1
0.140418741,0,0
0.830382467,0,1
0.548558464,1,0
0.86226979,0,1
0.994477207,0,1
0.246285589,0,0
0.1445097,0,0
0.678448241,1,0
0.958325061,0,1
0.369909758,0,1
0.256939993,0,1
0.217919795,0,0
0.794557073,1,1
0.41607489,0,1
0.065233906,0,0
0.581756112,1,0
0.52271254,1,0
0.113105909,0,0
0.36945348,0,1
0.523478189,1,0
0.616104398,1,0
0.960431068,0,1
0.408824141,0,1
0.35938901,0,1
0.811173099,0,1
0.896530419,0,1
0.56511942,1,0
0.771684129,1,1
0.940295114,0,1
0.594318694,1,0
0.46553752,0,1
0.977236447,0,1
0.389883215,0,1
0.185452275,0,0
0.876717363,0,1
0.482834579,0,1
0.979934225,0,1
0.512577387,1,0
0.119626106,0,0
0.327618216,0,1
0.128427111,0,0
0.264827817,0,1
0.853906706,0,1
0.140874078,0,0
0.248825104,0,0
0.591285297,1,0
0.850346554,0,1
0.074581401,0,0
0.543398808,1,0
0.725686047,1,0
0.175862668,0,0
0.362028847,0,1
0.081382362,0,0
0.15483601,0,0
0.456797595,0,1
0.350438243,0,1
0.386400845,0,1
0.141920626,0,0
0.044304443,0,0
0.869381767,0,1
0.122062299,0,0
0.935012945,0,1
0.005731938,0,0
0.925046981,0,1
0.584693154,1,0
0.690063171,1,0
0.715356052,1,0
0.209295866,0,0
0.588745049,1,0
0.192590849,0,0
0.222183965,0,0
0.324174283,0,1
0.87293074,0,1
0.806777785,0,1
0.449890339,0,1
0.883556069,0,1
0.561564437,1,0
0.688315935,1,0
0.813559689,0,1
0.741067788,1,0
0.520465408,1,0
0.737537302,1,0
0.347060767,0,1
0.403172924,0,1
0.053263199,0,0
0.356992588,0,1
0.974485965,0,1
0.366952083,0,1
0.328357825,0,1
0.906871945,0,1
0.659368618,1,0
0.272671836,0,1
0.457704128,0,1
0.404703816,0,1
0.016022633,0,0
0.55664645,1,0
0.120876477,0,0
0.126861642,0,0
0.212526705,0,0
0.229972805,0,0
0.36485781,0,1
0.78196288,1,1
0.152199575,0,0
0.467094022,0,1
0.342048802,0,1
0.081697614,0,0
0.205714564,0,0
0.459135296,0,1
0.077328325,0,0
0.295227414,0,1
0.981501882,0,1
0.649628772,1,0
0.559606955,1,0
0.394326483,0,1
0.97457517,0,1
0.654555819,1,0
0.831225075,0,1
0.990871425,0,1
0.699201228,1,0
0.972132135,0,1
0.610959516,1,0
0.607006488,1,0
0.784407025,1,1
0.61316979,1,0
0.901120828,0,1
0.957271083,0,1
0.808965955,0,1
0.460546456,0,1
0.947494478,0,1
0.913350177,0,1
0.499404474,0,1
0.681339558,1,0
0.72975221,1,0
0.404946647,0,1
0.864163701,0,1
0.165308205,0,0
0.721423294,1,0
0.985452507,0,1
0.947948324,0,1
0.445318262,0,1
0.55681239,1,0
0.41898871,0,1
0.236253174,0,0
0.632971396,1,0
0.368390517,0,1
0.426795378,0,1
0.405608796,0,1
0.770285379,1,1
0.442131739,0,1
0.306815542,0,1
0.30867651,0,1
0.563707141,1,0
0.127485975,0,0
0.80997264,0,1
0.543235919,1,0
0.030601521,0,0
0.787757927,1,1
0.520515381,1,0
0.348679234,0,1
0.121023783,0,0
0.269024808,0,1
0.021571858,0,0
0.427446915,0,1
0.39166811,0,1
0.561791007,1,0
0.377711758,0,1
0.403700123,0,1
0.373980468,0,1
0.157705414,0,0
0.871713549,0,1
0.769043184,1,1
0.191887489,0,0
0.252229804,0,1
0.452685286,0,1
0.857440727,0,1
0.684543762,1,0
0.124130782,0,0
0.638970343,1,0
0.902665977,0,1
0.996274255,0,1
0.698436122,1,0
0.255889665,0,1
0.129069836,0,0
0.058003408,0,0
0.94359772,0,1
0.549275113,1,0
0.879414269,0,1
0.296015902,0,1
0.255205894,0,1
0.186603104,0,0
0.549253089,1,0
0.098796937,0,0
0.819969994,0,1
0.341501362,0,1
0.735273182,1,0
0.157091043,0,0
0.146104266,0,0
0.436972063,0,1
0.051198101,0,0
0.163496176,0,0
0.672501879,1,0
0.217536826,0,0
0.281569024,0,1
0.669596986,1,0
0.958835043,0,1
0.032866721,0,0
0.405587003,0,1
0.516311554,1,0
0.182090304,0,0
0.601640897,1,0
0.223587115,0,0
0.138726337,0,0
0.03466882,0,0
0.868281849,0,1
0.84611048,0,1
0.806066681,0,1
0.858194479,0,1
0.106665065,0,0
0.379074562,0,1
0.826778929,0,1
0.741778109,1,0
0.258375002,0,1
0.741216363,1,0
0.506677449,1,0
0.426924436,0,1
0.525517968,1,0
0.265704004,0,1
0.84075103,0,1
0.73935771,1,0
0.302185565,0,1
0.648419397,1,0
0.585559235,1,0
0.043760924,0,0
0.74986191,1,0
0.606439551,1,0
0.123203458,0,0
0.383830929,0,1
0.642701249,1,0
0.120221471,0,0
0.397288992,0,1
0.020087925,0,0
0.904717883,0,1
0.567626186,1,0
0.769640927,1,1
0.849921953,0,1
0.245396029,0,0
0.691051217,1,0
0.935792846,0,1
0.987377337,0,1
0.754686403,1,1
0.681606773,1,0
0.370331905,0,1
0.45018529,0,1
0.931789122,0,1
0.711605066,1,0
0.216893585,0,0
0.535707016,1,0
0.861630371,0,1
0.751099143,1,1
0.514207,1,0
0.676913479,1,0
0.558568306,1,0
0.1377961,0,0
0.130107105,0,0
0.941594024,0,1
0.667928461,1,0
0.672660207,1,0
0.258414359,0,1
0.038354106,0,0
0.629362772,1,0
0.404529249,0,1
0.373532798,0,1
0.165864995,0,0
0.738707656,1,0
0.732429431,1,0
0.412743535,0,1
0.18452856,0,0
0.059858945,0,0
0.052748905,0,0
0.785602072,1,1
0.221093301,0,0
0.580525135,1,0
0.760669032,1,1
0.695773647,1,0
0.68107511,1,0
0.422477617,0,1
0.203856846,0,0
0.673585528,1,0
0.06086676,0,0
0.052162364,0,0
0.044000544,0,0
0.428174256,0,1
0.574014834,1,0
0.186605492,0,0
0.400729386,0,1
0.282632591,0,1
0.696772104,1,0
0.124160321,0,0
0.905993904,0,1
0.69766209,1,0
0.573162768,1,0
0.367976308,0,1
0.761146276,1,1
0.577109509,1,0
0.193040539,0,0
0.433018043,0,1
0.365108553,0,1
0.987037504,0,1
0.186763611,0,0
0.738467982,1,0
0.795706921,1,1
0.508613727,1,0
0.684004346,1,0
0.0806481,0,0
0.064509228,0,0
0.043851677,0,0
0.042674018,0,0
0.711922326,1,0
0.681604318,1,0
0.336217073,0,1
0.689682516,1,0
0.176319656,0,0
0.027464599,0,0
0.08287548,0,0
0.395904548,0,1
0.863730526,0,1
0.064208906,0,0
0.001770507,0,0
0.451994364,0,1
0.508092754,1,0
0.290513751,0,1
0.459277495,0,1
0.673324049,1,0
0.339891095,0,1
0.18401071,0,0
0.774996945,1,1
0.455756483,0,1
0.225446573,0,0
0.27865073,0,1
0.770175302,1,1
0.010356324,0,0
0.204573025,0,0
0.583536585,1,0
0.828209133,0,1
0.83321372,0,1
0.674583365,1,0
0.798397015,1,1
0.827155123,0,1
0.687303301,1,0
0.913367513,0,1
0.408179997,0,1
0.48234893,0,1
0.603614697,1,0
0.645610134,1,0
0.10526295,0,0
0.404997075,0,1
0.598899699,1,0
0.018648123,0,0
0.741505856,1,0
0.193026958,0,0
0.45430029,0,1
0.412801937,0,1
0.19225211,0,0
0.398393841,0,1
0.065306693,0,0
0.977275687,0,1
0.959486357,0,1
0.408314721,0,1
0.616235659,1,0
0.824820553,0,1
0.995932922,0,1
0.538724893,1,0
0.822842866,0,1
0.744558236,1,0
0.949002293,0,1
0.678205488,1,0
0.889838299,0,1
0.017716306,0,0
0.770759215,1,1
0.736157903,1,0
0.954837095,0,1
0.685061218,1,0
0.464593432,0,1
0.391661379,0,1
0.01505437,0,0
0.515744214,1,0
0.787042725,1,1
0.487783083,0,1
0.276152942,0,1
0.534967803,1,0
0.075450824,0,0
0.635951072,1,0
0.615148401,1,0
0.016933485,0,0
0.200850969,0,0
0.607471873,1,0
0.549270471,1,0
0.063456122,0,0
0.353931105,0,1
0.306984538,0,1
0.917265854,0,1
0.242274216,0,0
0.036313457,0,0
0.816487535,0,1
0.34008779,0,1
0.148770044,0,0
0.918125089,0,1
0.466020359,0,1
0.413494788,0,1
0.346841281,0,1
0.084298671,0,0
0.077085911,0,0
0.748468171,1,0
0.761740852,1,1
0.628081046,1,0
0.875041849,0,1
0.102597401,0,0
0.679063102,1,0
0.951215464,0,1
0.430766648,0,1
0.200707343,0,0
0.01417007,0,0
0.995618697,0,1
0.28651115,0,1
0.986851576,0,1
0.249846476,0,0
0.120179012,0,0
0.240641729,0,0
0.1687761,0,0
0.024307352,0,0
0.248908371,0,0
0.537345424,1,0
0.324079851,0,1
0.841876786,0,1
0.26317268,0,1
0.776335656,1,1
0.574043667,1,0
0.179485201,0,0
0.188550795,0,0
0.307184364,0,1
0.495397875,0,1
0.182507993,0,0
0.76174706,1,1
0.162482343,0,0
0.058163744,0,0
0.126837432,0,0
0.639188927,1,0
0.457801381,0,1
0.161776168,0,0
0.214655994,0,0
0.699202746,1,0
0.815170774,0,1
0.930655904,0,1
0.990992144,0,1
0.441296472,0,1
0.482396594,0,1
0.264658503,0,1
0.047852855,0,0
0.158265033,0,0
0.131178233,0,0
0.112307581,0,0
0.694883307,1,0
0.769500868,1,1
0.462481426,0,1
0.175309522,0,0
0.041082386,0,0
0.87449435,0,1
0.255206274,0,1
0.552922593,1,0
0.475123739,0,1
0.35921675,0,1
0.274007786,0,1
0.025139399,0,0
0.685855861,1,0
0.021748947,0,0
0.659588203,1,0
0.657305825,1,0
0.723244349,1,0
0.823738603,0,1
0.476870909,0,1
0.805953759,0,1
0.557284319,1,0
0.022425773,0,0
0.205541729,0,0
0.585505226,1,0
0.391086236,0,1
0.319596849,0,1
0.288967352,0,1
0.306737631,0,1
0.873473208,0,1
0.935030572,0,1
0.391043875,0,1
0.472796425,0,1
0.430294466,0,1
0.748934196,1,0
0.202757495,0,0
0.555388986,1,0
0.309147797,0,1
0.769109633,1,1
0.943723194,0,1
0.996332214,0,1
0.896506507,0,1
0.446200534,0,1
0.031709332,0,0
0.273099205,0,1
0.888674033,0,1
0.192009297,0,0
0.211288745,0,0
0.578364216,1,0
0.121392466,0,0
0.821739652,0,1
0.701173302,1,0
0.947934283,0,1
0.885069828,0,1
0.161059968,0,0
0.642042636,1,0
0.883500393,0,1
0.068746853,0,0
0.666996616,1,0
0.800554274,0,1
0.448812232,0,1
0.272746104,0,1
0.436575221,0,1
0.377528825,0,1
0.003631857,0,0
0.008761461,0,0
0.409477606,0,1
0.42948745,0,1
0.698483392,1,0
0.651901434,1,0
0.361557348,0,1
0.620068814,1,0
0.595300087,1,0
0.041093601,0,0
0.079004878,0,0
0.173585427,0,0
0.230931797,0,0
0.732451556,1,0
0.13865648,0,0
0.550692248,1,0
0.734838854,1,0
0.787900365,1,1
0.487928357,0,1
0.230377015,0,0
0.691148649,1,0
0.152068041,0,0
0.379209386,0,1
0.433384054,0,1
0.391197443,0,1
0.640582569,1,0
0.618160122,1,0
0.846532918,0,1
0.448601648,0,1
0.522215656,1,0
0.97409471,0,1
0.153142299,0,0
0.18329302,0,0
0.376833964,0,1
0.822744118,0,1
0.432264334,0,1
0.413150451,0,1
0.446875202,0,1
0.609835962,1,0
0.099953341,0,0
0.692120741,1,0
0.494201806,0,1
0.805208135,0,1
0.310255192,0,1
0.025107067,0,0
0.737548908,1,0
0.63510073,1,0
0.913428588,0,1
0.506471433,1,0
0.397417812,0,1
0.65399384,1,0
0.826413804,0,1
0.867169329,0,1
0.458614085,0,1
0.162412678,0,0
0.387247623,0,1
0.891119581,0,1
0.220015781,0,0
0.992775185,0,1
0.019460902,0,0
0.151406851,0,0
0.157856872,0,0
0.831629939,0,1
0.681346932,1,0
0.776751251,1,1
0.047662763,0,0
0.294855959,0,1
0.907762509,0,1
0.663129068,1,0
0.057400096,0,0
0.595432439,1,0
0.774000782,1,1
0.58062605,1,0
0.193768761,0,0
0.166131322,0,0
0.898689302,0,1
0.096873556,0,0
0.199699393,0,0
0.417708607,0,1
0.424344871,0,1
0.581658854,1,0
0.634027403,1,0
0.123662693,0,0
0.009517383,0,0
0.20222121,0,0
0.728563209,1,0
0.232572885,0,0
0.835762012,0,1
0.322289324,0,1
0.116724203,0,0
0.014251836,0,0
0.012370757,0,0
0.824918325,0,1
0.280116727,0,1
0.546060385,1,0
0.870078276,0,1
0.266870122,0,1
0.650779573,1,0
0.673626827,1,0
0.438998261,0,1
0.298061917,0,1
0.612906482,1,0
0.469196383,0,1
0.866061259,0,1
0.789886682,1,1
0.789614697,1,1
0.284909053,0,1
0.947903998,0,1
0.369023267,0,1
0.067414166,0,0
0.366596544,0,1
0.586757009,1,0
0.130555159,0,0
0.850415578,0,1
0.608049902,1,0
0.092800586,0,0
0.183950731,0,0
0.489867347,0,1
0.334632678,0,1
0.834455504,0,1
0.131855503,0,0
0.894540575,0,1
0.232697599,0,0
0.756520651,1,1
0.518779407,1,0
0.418054209,0,1
0.438162816,0,1
0.799878551,1,1
0.725046567,1,0
0.80405671,0,1
0.716077996,1,0
0.261512785,0,1
0.035581641,0,0
0.434314673,0,1
0.936038362,0,1
0.912619708,0,1
0.192250281,0,0
0.695066825,1,0
0.395616718,0,1
0.031706818,0,0
0.758005336,1,1
0.847055656,0,1
0.86984158,0,1
0.425543597,0,1
0.961875902,0,1
0.027550592,0,0
0.907876194,0,1
0.058027671,0,0
0.985161767,0,1
0.436879203,0,1
0.446983459,0,1
0.42947212,0,1
0.266606314,0,1
0.064963885,0,0
0.725795887,1,0
0.248564658,0,0
0.597145361,1,0
0.610352272,1,0
0.482942942,0,1
0.059373399,0,0
0.288100135,0,1
0.311292114,0,1
0.294119619,0,1
0.434107673,0,1
0.652462627,1,0
0.469574891,0,1
0.495395963,0,1
0.066540829,0,0
0.547766921,1,0
0.861727183,0,1
0.605313204,1,0
0.821357659,0,1
0.208033501,0,0
0.084814223,0,0
0.250045848,0,1
0.697828295,1,0
0.435324355,0,1
0.018712453,0,0
0.481001912,0,1
0.2197123,0,0
0.755454405,1,1
0.199159015,0,0
0.390017316,0,1
0.122541916,0,0
0.454292587,0,1
0.807912211,0,1
0.1378615,0,0
0.053412434,0,0
0.432804412,0,1
0.626530906,1,0
0.331258041,0,1
0.611461871,1,0
0.442455683,0,1
0.896265901,0,1
0.412855582,0,1
0.985917479,0,1
0.28208948,0,1
0.544373314,1,0
0.058185854,0,0
0.655404065,1,0
0.089036446,0,0
0.014485183,0,0
0.101468681,0,0
0.098657785,0,0
0.011296585,0,0
0.699735019,1,0
0.787810874,1,1
0.531310112,1,0
0.268699143,0,1
0.363798889,0,1
0.530835209,1,0
0.189526607,0,0
0.99324586,0,1
0.725416563,1,0
0.052429627,0,0
0.191288425,0,0
0.988881042,0,1
0.850479142,0,1
0.556159231,1,0
0.835025188,0,1
0.54650691,1,0
0.411091187,0,1
0.384301208,0,1
0.305722588,0,1
0.4324215,0,1
0.54886513,1,0
0.528515153,1,0
0.01084659,0,0
0.731698834,1,0
0.024946194,0,0
0.957170636,0,1
0.297880409,0,1
0.311692634,0,1
0.665823736,1,0
0.528057841,1,0
0.815617881,0,1
0.076555004,0,0
0.907940608,0,1
0.190903214,0,0
0.547987256,1,0
0.225117719,0,0
0.648482154,1,0
0.540173926,1,0
0.56072509,1,0
0.727627368,1,0
0.246230442,0,0
0.59864163,1,0
0.44728505,0,1
0.108989541,0,0
0.567567847,1,0
0.950826375,0,1
0.112351569,0,0
0.970985721,0,1
0.592449228,1,0
0.403051524,0,1
0.583628178,1,0
0.21510981,0,0
0.545817121,1,0
0.546013644,1,0
0.469836061,0,1
0.984801165,0,1
0.868514402,0,1
0.764128713,1,1
0.661024747,1,0
0.683723155,1,0
0.881846602,0,1
0.481201287,0,1
0.692254319,1,0
0.30005172,0,1
0.404814896,0,1
0.569264202,1,0
0.266076316,0,1
0.044432505,0,0
0.184980941,0,0
0.421421206,0,1
0.505068242,1,0
0.608608268,1,0
0.339370376,0,1
0.308463964,0,1
0.125642289,0,0
0.784160842,1,1
0.178600143,0,0
0.20813464,0,0
0.412992391,0,1
0.621985592,1,0
0.921426152,0,1
0.809680246,0,1
0.483249918,0,1
0.731665122,1,0
0.695045253,1,0
0.986487574,0,1
0.89155293,0,1
0.07600558,0,0
0.59453501,1,0
0.564564645,1,0
0.582640305,1,0
0.486452072,0,1
0.550507061,1,0
0.820927359,0,1
0.745996382,1,0
0.48865209,0,1
0.79737885,1,1
0.790939195,1,1
0.856980497,0,1
0.723554357,1,0
0.761614239,1,1
0.043603755,0,0
0.192168698,0,0
0.519688668,1,0
0.586114042,1,0
0.67160022,1,0
0.158297478,0,0
0.034115825,0,0
0.139838435,0,0
0.68271251,1,0
0.394468522,0,1
0.765895347,1,1
0.732874638,1,0
0.725786787,1,0
0.89589342,0,1
0.420211648,0,1
0.960119903,0,1
0.40709994,0,1
0.34380843,0,1
0.470307959,0,1
0.724042719,1,0
0.221986398,0,0
0.730305708,1,0
0.739781141,1,0
0.909223272,0,1
0.662975741,1,0
0.815546923,0,1
0.573247908,1,0
0.923462,0,1
0.845890662,0,1
0.428437462,0,1
0.68587749,1,0
0.215788573,0,0
0.674793122,1,0
0.194020234,0,0
0.359480496,0,1
0.144495742,0,0
0.670913814,1,0
0.824329621,0,1
0.66736598,1,0
0.984347226,0,1
0.650637491,1,0
0.975303001,0,1
0.739673167,1,0
0.456566496,0,1
0.567587462,1,0
0.872791078,0,1
0.14585689,0,0
0.988220454,0,1
0.403814214,0,1
0.479115758,0,1
0.378068224,0,1
0.988410344,0,1
0.875783432,0,1
0.930084417,0,1
0.794144229,1,1
0.440521287,0,1
0.827259793,0,1
0.414310941,0,1
0.104672659,0,0
0.961024692,0,1
0.331785071,0,1
0.56950114,1,0
0.817682408,0,1
0.185213383,0,0
0.299079788,0,1
0.053919631,0,0
0.962660573,0,1
0.620347883,1,0
0.328880247,0,1
0.802344217,0,1
0.878214275,0,1
0.258453875,0,1
0.073467343,0,0
0.514635302,1,0
0.611644776,1,0
0.063952188,0,0
0.648881567,1,0
0.085360292,0,0
0.878707242,0,1
0.195440758,0,0
0.250734853,0,1
0.740196258,1,0
0.495698618,0,1
0.178811068,0,0
0.205513862,0,0
0.040136905,0,0
0.409972132,0,1
0.890442735,0,1
0.387059826,0,1
0.989217138,0,1
0.925784128,0,1
0.577813528,1,0
0.485714143,0,1
0.984779901,0,1
0.290752646,0,1
0.079933937,0,0
0.454168716,0,1
0.196826596,0,0
0.258095333,0,1
0.2616218,0,1
0.610265375,1,0
0.6090477,1,0
0.815508484,0,1
0.318519795,0,1
0.119043625,0,0
0.385532001,0,1
0.939752188,0,1
0.494208756,0,1
0.667420187,1,0
0.474115297,0,1
0.642153233,1,0
0.579252366,1,0
0.585227122,1,0
